Sujeito,Função,Norma (competência),Descrição,Previsão regimental,L.O.M.,CESP,CRFB1988
Comissão,Permanente,deve,"Concluir o texto definitivo do projeto, com as alterações decorrentes das emendas, apresentando parecer com a redação final do projeto, e se for constatada incorreção ou impropriedade de linguagem ou outro erro existente na matéria aprovada, poderá corrigi-lo, desde que a correção não implique em deturpação da vontade legislativa, devendo, nesta hipótese, mencionar expressamente, em seu parecer, a alteração feita, com ampla justificação",259,,,
Comissão,Permanente,deve,"eximir-se de oferecer redação final se, durante a a elaboração do parecer com a redação final, sobrevier qualquer dúvida quanto à vontade legislativa em decorrência de incoerência notória, contradição evidente ou manifesto absurdo, propondo em seu parecer, a reabertura da discussão, e concluindo pela apresentação das necessárias emendas corretivas",260,,,
Comissão,Permanente,deve,"Redigir o vencido, na forma delibarada pelo Plenário, de parecer pela reabertura da discussão reiejtado em votação plenária",264,,,
Comissão,Permanente,deve,"deliberar sobre projeto de inciativa popular deliberar, no prazo de 7 dias após a audiência pública convocada para o debate do tema, improrrogáveis - inclusive por pedido de vista, e elaborar o respectivo parecer conjunto das Comissões",321,,,
Comissão,Permanente,deve,"Emitir parecer conjunto sobre o veto vujas razões tiverem implicação concomitante com aspectos de constitucionalidade ou legalidade, interesse público ou de ordem financeira, no prazo improrrogável de 15 dias",364,,,
Comissão,Permanente,deve,"emitir parecer sobre projeto incluído na pauta da Ordem do Dia para ser votado em regime de urgência, se do parecer dependa a deliberação, admitindo-se sejam as manifestações emitidas de forma oral ou em um único instrumento escrito","173, §3",,,
Comissão,Permanente,deve,"Manifestar-se sobre projeto em regime de urgência até (prazo) a sessão ordinária subseqüente à que tenha sido aprovada a urgência, sendo esta manifestação condição para discussão e votação dos referidos projetos","173, §4, §5",,,
Comissão,Permanente,tem competência para,"Propor projeto de emenda à Lei Orgânica do Município, subscrito por mín. 1/3 da Casa","232, I; 233, §1",,,
Comissão,Permanente,tem competência para,Propor projetos de Lei ,"232, II; 234, §1, IV",,,
Comissão,Permanente,tem competência para,"oferecer substitutivos ou emendas (que não serão considerados quando constantes de voto em separado ou voto vencido), em seus pareceres","239, §2",,,
Comissão,Permanente,deve,"Discutir em 2 (dois) turnos, com intervalo mínimo de 24 (vinte e quatro) horas entre eles, qualquer alteração, reforma ou substituição do Regimento Interno antes de dar-la como aprovada ","242, §1",,,
Comissão,Permanente,deve,"Redigir o projeto, inicial ou substitutivo com emendas, vencido em primeira discussão, no prazo de 5 dias do recebimento",253; 258,,,
Comissão,Permanente,deve,"Dar como aprovado parecer com redação final de projeto ao qual não tenha sido apresentada emenda, e enviá-lo à sanção do prefeito ou promulgação do presidente","261, §1",,,
Comissão,Permanente,deve,"Redigir redação final conforme deliberação do Plenário sobre emenda a projeto cuja discussão sobre a redação finha tenha sido reaberta, com objeto estritamente relativo ao aspecto da matéria que motivou a reabertura da discussão","266, §2",,,
Comissão,Permanente,tem competência para, Apresentar parecer com proposta de Substitutivo à proposição ja existente,"269, §1",,,
Comissão,Permanente,deve,"emitir parecer conjunto com as Comissões competentes à apreciação do projeto sobre proposta de substitutivo apresentada em Plenário, no prazo de 48 horas, devendo-se suspender a sessão para realização da reunião conjunta das comissões para este fim ","270, §6",,,
Comissão,Permanente,tem competência para,Apresentar parecer com proposta de Emenda a projeto em tramitação ,"271, §u",,,
Comissão,Permanente,deve,"Designar um relator, por sorteio entre os membros, para o processo de iniciativa popular despachado pelo Presidente","319, §1",,,
Comissão,Permanente,deve,"Encaminhar ao Plenário parecer conjunto das comissões designadas para projeto de inciativa popular, com indicação dos votos recebidos nas Comissões","321, §u",,,
Comissão,Permanente,deve,"Emitir parecer (as comissões de mérito) sobre veto cujas razões versarem sobre aspectos de interesse público, no prazo improrrogável de 10 dias","363, III, §u",,,
Comissão,Permanente,tem competência para,apreciar os assuntos ou proposições submetidas ao seu exame,"38, I",,,
Comissão,Permanente,deve,"estudar proposições e outras matérias submetidas ao seu exame, dando-lhes parecer, oferecendo-lhes substitutivos ou emendas ","46, I, a",,,
Comissão,Permanente,deve,"estudar proposições e outras matérias submetidas ao seu exame, apresentando relatório conclusivo sobre as averiguações e inquéritos.","46, I, b",,,
Comissão,Permanente,deve,"promover estudos, pesquisas e investigações sobre assuntos de interesse público","46, II",,,
Comissão,Permanente,tem competência para,tomar a iniciativa de elaboração de proposições ligadas ao estudo de tais assuntos ou decorrentes de indicação da Câmara ou de dispositivos regimentais,"46, III",,,
Comissão,Permanente,deve,"redigir o vencido em primeira discussão ou em discussão única e oferecer redação final aos projetos, de acordo com o seu mérito, bem como, quando for o caso, propor a reabertura da discussão nos termos regimentais ","46, IV",,,
Comissão,Permanente,deve,"fiscalizar, inclusive efetuando diligências, vistorias e levantamentos ""in loco"", os atos da administração direta e indireta, nos termos da legislação pertinente, em especial para verificar a regularidade, a eficiência e a eficácia dos seus órgãos no cumprimento dos objetivos institucionais, recorrendo ao auxílio do Tribunal de Contas do Município, sempre que necessário","46, IX",23,,
Comissão,Permanente,deve,realizar audiências públicas ,"46, V",,,
Comissão,Permanente,tem competência para,"convocar os Secretários Municipais, os responsáveis pela administração direta ou indireta e os Conselheiros do Tribunal de Contas do Município, para prestar informações sobre assuntos inerentes às suas atribuições","46, VI",,,
Comissão,Permanente,deve,"receber petições, reclamações, representações ou queixas de associações e entidades comunitárias ou de qualquer pessoa contra atos e omissões de autoridades municipais ou entidades públicas","46, VII",,,
Comissão,Permanente,tem competência para,"solicitar ao Prefeito informações sobre assuntos inerentes à administração, dentro da competência da Comissão","46, VIII",,,
Comissão,Permanente,tem competência para,"discutir e votar projetos de lei que exigir maioria simples, dispensada a competência do Plenário, salvo com recurso de 1/10 (um décimo) dos membros da Casa","46, X",,,
Comissão,Permanente,deve,"acompanhar, junto ao Executivo, os atos de regulamentação, velando por sua completa adequação","46, XI",,,
Comissão,Permanente,deve,"acompanhar, junto ao Executivo, a elaboração da proposta orçamentária, bem como a sua posterior execução ","46, XII",,,
Comissão,Permanente,tem competência para,solicitar informações ou depoimentos de autoridades ou cidadãos,"46, XIII",,,
Comissão,Permanente,deve,"apreciar programas de obras, planos regionais e setoriais de desenvolvimento e sobre eles emitir parecer","46, XIV",,,
Comissão,Permanente,deve,requisitar dos responsáveis a exibição de documentos e a prestação dos esclarecimentos necessários,"46, XV",,,
Comissão,Permanente,deve,solicitar ao Presidente do Tribunal de Contas informações sobre assuntos inerentes à atuação administrativa desse órgão ,"46, XVI",,,
Comissão,Permanente,tem competência para,"reunir-se em caráter extraordinário para tratar de assunto relevante e inadiável, quando a Câmara estiver em recesso","57, §1",,,
Comissão,Permanente,não pode,"reunir-se durante o transcorrer de sessões ordinárias, ressalvadas as exceções expressamente previstas no Regimento Interno","57, §2",,,
Comissão,Permanente,deve,"reunir-se ordinariamente, uma vez por semana, em dia e hora por ela designados, após deliberação tomada nos termos do artigo 62 do Regimento Interno","57, I",,,
Comissão,Permanente,tem competência para,"reunir-se extraordinariamente, sempre que necessário, mediante convocação, por escrito, quando feita de ofício pelos respectivos Presidentes, ou a requerimento da maioria dos membros da Comissão, mencionando-se, em ambos os casos, a matéria que deva ser apreciada","57, II",,,
Comissão,Permanente,deve,"Emitir parecer sobre qualquer matéria de sua competência no prazo de 15 dias, prorrogável por mais 8 (oito) dias pelo Presidente da Comissão por requerimento devidamente fundamentado, que começa a correr a partir do primeiro dia útil subseqüente ao que o processo deu entrada na Comissão. Se for solicitada urgência pelo Prefeito este prazo diminui para 8 (oito) dias úteis, sem prorrogação ","63, §1, §5; 70",,,
Comissão,Permanente,deve,"devolver à Secretaria processo cujo prazo para emissão do parecer tenha se esgotado, com ou sem parecer, sendo que, na falta deste, o Presidente da Comissão declarará o motivo",63; 64,,,
Comissão,Permanente,tem competência para,"Discutir e votar (por maioria de votos de seus membros) em sessão plenária conjunta das Comissões de mérito competentes (presidida pelo vereador mais idoso) proposição que tenha recebido pareceres divergentes, podendo-se deliberar que a decisão entre os pareceres divergentes seja submetida do Plenário da Câmara ","83, §§",,,
Comissão,Permanente,tem competência para,"convocar audiências públicas para instruir matéria legislativa em trâmite e para tratar de assuntos de interesse público relevante, mediante proposta de qualquer de seus membros ou a pedido de entidades interessadas ","85, §u",,,
Comissão,Permanente,deve,"convocar, isoladamente ou em conjunto com outras Comissões, audiências públicas sobre projetos de lei em tramitação, nos casos previstos no artigo 41 da Lei Orgânica do Município 
","85, I; 320",41,,
Comissão,Permanente,deve,"convocar, isoladamente ou em conjunto com outras Comissões, audiências públicas sobre projetos de lei em tramitação, sempre que requeridas por 0,1% (um décimo por cento) de eleitores do Município","85, II; 320","41, §2",,
Comissão,Permanente,deve,"convocar, isoladamente ou em conjunto com outras Comissões, audiências públicas sobre assunto de interesse público, especialmente para ouvir representantes de entidades legalmente constituídas e representantes de, no mínimo, 1.500 (um mil e quinhentos) eleitores do Município, sempre que essas entidades ou eleitores o requererem 
","85, III; 320",,,
Comissão,Permanente,deve,"convocar, isoladamente ou em conjunto com outras Comissões, audiências públicas para apresentação de projeto de iniciativa popuar
","85, IV; 320",,,
